0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
19898,0.83,8,0,1,1,13547,25206,6372,6695,5310,198980,19898.59,6,13547,0,1,2,1,16.3,4
19900,0.94,38,1,1,1,23615,11996,1366,10705,6082,199000,19900.56,7,23615,2,2,2,2,47.4,4
19903,1,12,0,1,0,11096,32963,4437,16274,4637,199030,19902.14,2,11096,0,1,1,0,22,4
19905,0.97,22,0,0,0,17461,5203,3365,11895,15727,199050,19905.14,0,17461,2,0,0,0,31.7,4
19910,0.64,38,0,0,1,22293,17852,3297,5970,4782,199100,19910.33,4,22293,2,0,1,1,44.4,4
19911,0.54,34,1,0,0,13639,8122,4692,6559,17408,199110,19910.31,1,13639,2,1,0,1,39.4,4
19920,0.5,20,1,0,0,16459,3361,3454,8654,16127,199200,19920.46,1,16459,0,1,0,1,25,4
19926,0.95,30,1,1,1,15525,19512,8177,5831,8310,199260,19925.54,7,15525,2,2,2,2,39.5,4
19931,0.96,36,1,0,1,12795,993,2242,9186,15870,199310,19930,5,12795,0,1,1,2,45.6,4
19933,0.86,32,0,1,1,24540,12812,4791,9910,19651,199330,19932.13,6,24540,0,1,2,1,40.6,4
19937,0.52,12,0,0,1,18691,25958,5903,9943,3139,199370,19936.47,4,18691,0,0,1,1,17.2,4
19955,1,40,0,1,1,19661,6042,3432,677,11240,199550,19955.34,6,19661,0,1,2,1,50,4
19958,0.9,8,0,0,1,23230,38943,1926,8568,14940,199580,19958.75,4,23230,0,0,1,1,17,4
19962,0.59,18,0,1,0,20945,25405,4694,18629,3694,199620,19961.85,2,20945,2,1,1,0,23.9,4
19978,0.97,10,1,0,1,20869,8244,8605,19894,14311,199780,19977.87,5,20869,2,1,1,2,19.7,4
19984,0.88,34,1,0,1,19936,39192,6177,6542,13278,199840,19984.52,5,19936,2,1,1,2,42.8,4
19987,0.66,6,0,0,1,22978,8967,7574,618,5296,199870,19986.53,4,22978,2,0,1,1,12.6,4
21,0.84,4,1,1,0,13590,19563,285,17472,83,210,21.79,3,13590,0,2,1,1,12.4,5
58,0.69,38,1,1,0,15137,20851,2024,13431,10907,580,58.5,3,15137,2,2,1,1,44.9,5
75,0.97,34,1,1,0,15283,29238,2638,13375,3978,750,74.2,3,15283,2,2,1,1,43.7,5
102,0.99,16,1,1,0,23143,22180,4419,4926,3607,1020,101.88,3,23143,0,2,1,1,25.9,5
128,1,30,1,1,0,17623,22946,3419,4945,7630,1280,128.84,3,17623,2,2,1,1,40,5
136,0.62,10,1,1,0,11488,16961,588,10625,18080,1360,135.32,3,11488,2,2,1,1,16.2,5
137,0.52,38,1,1,0,11133,34176,4943,9634,10967,1370,136.83,3,11133,2,2,1,1,43.2,5
209,0.92,32,1,1,0,18686,3147,1283,10685,5193,2090,208.23,3,18686,0,2,1,1,41.2,5
257,1,20,1,1,0,22087,25706,3978,12042,1177,2570,256.51,3,22087,0,2,1,1,30,5
309,1,12,1,1,0,13550,29236,5068,18342,13416,3090,308.08,3,13550,0,2,1,1,22,5
333,0.99,26,1,1,0,24513,20440,501,4670,18748,3330,333.81,3,24513,2,2,1,1,35.9,5
412,1,18,1,1,0,12483,8579,6304,10378,3348,4120,412.14,3,12483,2,2,1,1,28,5
436,0.99,8,1,1,0,15381,3925,517,3129,17105,4360,435.82,3,15381,0,2,1,1,17.9,5
438,0.99,12,1,1,0,15664,6917,6798,4233,3181,4380,438.29,3,15664,0,2,1,1,21.9,5
497,0.52,38,1,1,0,11291,14329,1231,6940,560,4970,496.13,3,11291,2,2,1,1,43.2,5
544,0.88,16,1,1,0,10099,12495,1979,8235,16639,5440,544.1,3,10099,0,2,1,1,24.8,5
598,0.69,16,1,1,0,21386,27323,9815,13754,4669,5980,598.52,3,21386,0,2,1,1,22.9,5
625,0.57,16,1,1,0,19990,19723,5493,16573,3906,6250,624.2,3,19990,0,2,1,1,21.7,5
637,0.75,10,1,1,0,22103,17658,1537,16382,7585,6370,636.8,3,22103,2,2,1,1,17.5,5
716,0.88,18,1,1,0,17829,19870,9406,14489,17482,7160,715.06,3,17829,2,2,1,1,26.8,5
725,0.82,20,1,1,0,13694,39175,9509,17243,8182,7250,725.24,3,13694,0,2,1,1,28.2,5
764,0.62,38,1,1,0,13139,39980,4760,5482,10556,7640,764.44,3,13139,2,2,1,1,44.2,5
776,0.85,6,1,1,0,23006,18420,719,4224,4410,7760,775.58,3,23006,2,2,1,1,14.5,5
794,0.93,32,1,1,0,13470,15980,5877,1694,7080,7940,793.1,3,13470,0,2,1,1,41.3,5
823,1,26,1,1,0,12341,19422,538,14794,9476,8230,823.03,3,12341,2,2,1,1,36,5
852,0.91,0,1,1,0,14825,29640,9338,3027,12250,8520,851.1,3,14825,0,2,1,1,9.1,5
855,0.71,4,1,1,0,11952,24252,4064,3673,14885,8550,854.13,3,11952,0,2,1,1,11.1,5
867,0.63,18,1,1,0,10310,3827,5977,16580,8584,8670,867.7,3,10310,2,2,1,1,24.3,5
927,0.99,26,1,1,0,14081,30691,5361,15687,14473,9270,926.84,3,14081,2,2,1,1,35.9,5
932,0.72,10,1,1,0,24982,32367,435,9350,4506,9320,932.24,3,24982,2,2,1,1,17.2,5
960,0.5,26,1,1,0,22381,19443,7571,12222,18061,9600,960.32,3,22381,2,2,1,1,31,5
981,0.89,32,1,1,0,20334,734,7969,15905,216,9810,981.02,3,20334,0,2,1,1,40.9,5
1007,0.87,24,1,1,0,10596,29252,7532,6034,19392,10070,1006.2,3,10596,0,2,1,1,32.7,5
1033,0.86,6,1,1,0,11551,30265,5722,7574,590,10330,1033.34,3,11551,2,2,1,1,14.6,5
1048,0.72,18,1,1,0,10038,1881,9379,15642,7876,10480,1048.79,3,10038,2,2,1,1,25.2,5
1062,0.59,12,1,1,0,16126,28930,4160,16274,5310,10620,1062.48,3,16126,0,2,1,1,17.9,5
1079,0.99,16,1,1,0,21274,6484,2553,14980,15501,10790,1079.76,3,21274,0,2,1,1,25.9,5
1130,0.98,6,1,1,0,18824,33484,3457,352,10194,11300,1130.19,3,18824,2,2,1,1,15.8,5
1152,0.81,36,1,1,0,16194,27487,4757,13628,6368,11520,1151.3,3,16194,0,2,1,1,44.1,5
1165,0.57,8,1,1,0,17398,29475,1563,12753,9048,11650,1165.67,3,17398,0,2,1,1,13.7,5
1231,0.92,34,1,1,0,10075,27289,7966,4977,6890,12310,1230.79,3,10075,2,2,1,1,43.2,5
1232,0.96,4,1,1,0,10720,16794,813,18527,10399,12320,1231.45,3,10720,0,2,1,1,13.6,5
1252,0.56,28,1,1,0,17802,8337,6682,5579,2608,12520,1252.13,3,17802,0,2,1,1,33.6,5
1282,0.9,6,1,1,0,23641,21056,309,12925,7746,12820,1281.01,3,23641,2,2,1,1,15,5
1283,0.95,18,1,1,0,17990,544,7537,2636,14612,12830,1283.55,3,17990,2,2,1,1,27.5,5
1286,1,16,1,1,0,10362,1539,8892,805,17512,12860,1286.29,3,10362,0,2,1,1,26,5
1293,0.63,0,1,1,0,23275,7943,8636,9912,14263,12930,1293.43,3,23275,0,2,1,1,6.3,5
1303,0.52,6,1,1,0,10840,24298,144,7948,17513,13030,1302.1,3,10840,2,2,1,1,11.2,5
1305,0.71,24,1,1,0,21489,31142,3505,14073,4835,13050,1305.21,3,21489,0,2,1,1,31.1,5
1313,0.98,18,1,1,0,13002,39217,9802,9130,430,13130,1313.08,3,13002,2,2,1,1,27.8,5
1344,0.67,24,1,1,0,24243,4183,6296,12530,3358,13440,1344.81,3,24243,0,2,1,1,30.7,5
1357,0.75,16,1,1,0,17432,34745,3059,10107,4056,13570,1356.44,3,17432,0,2,1,1,23.5,5
1360,0.94,14,1,1,0,10903,25801,6102,9598,11880,13600,1359.22,3,10903,2,2,1,1,23.4,5
1369,0.73,4,1,1,0,22500,23213,2913,5251,6165,13690,1368.15,3,22500,0,2,1,1,11.3,5
1370,0.64,26,1,1,0,23658,35172,7291,12777,13065,13700,1370.07,3,23658,2,2,1,1,32.4,5
1381,0.6,36,1,1,0,11877,14319,7622,11844,7463,13810,1381.73,3,11877,0,2,1,1,42,5
1382,0.69,28,1,1,0,14341,15327,3421,632,14959,13820,1382.82,3,14341,0,2,1,1,34.9,5
1389,1,24,1,1,0,17148,5546,4385,19916,87,13890,1388.27,3,17148,0,2,1,1,34,5
1410,0.87,22,1,1,0,10298,38207,1955,11607,7788,14100,1410.14,3,10298,2,2,1,1,30.7,5
1461,0.84,20,1,1,0,21388,32739,5495,7691,2105,14610,1461.09,3,21388,0,2,1,1,28.4,5
1465,1,22,1,1,0,12819,38840,8809,12891,3194,14650,1464,3,12819,2,2,1,1,32,5
1490,0.98,26,1,1,0,15607,21558,760,18531,9843,14900,1489.43,3,15607,2,2,1,1,35.8,5
1536,0.67,24,1,1,0,14798,5042,5001,10386,17942,15360,1536.71,3,14798,0,2,1,1,30.7,5
1621,0.99,22,1,1,0,24143,15238,9250,10527,19012,16210,1620.4,3,24143,2,2,1,1,31.9,5
1640,0.77,2,1,1,0,14694,13757,2734,15526,6005,16400,1640.22,3,14694,2,2,1,1,9.7,5
1641,0.84,16,1,1,0,12382,27687,7168,1903,4267,16410,1640.56,3,12382,0,2,1,1,24.4,5
1672,1,16,1,1,0,19628,2430,1925,18663,11350,16720,1671.83,3,19628,0,2,1,1,26,5
1703,0.75,26,1,1,0,24198,32173,3786,5844,4329,17030,1702.77,3,24198,2,2,1,1,33.5,5
1782,0.59,30,1,1,0,12475,25168,7793,15188,19384,17820,1781.09,3,12475,2,2,1,1,35.9,5
1825,1,0,1,1,0,13873,11652,9070,6253,6139,18250,1825.97,3,13873,0,2,1,1,10,5
1832,0.72,30,1,1,0,12098,34377,8523,1725,14232,18320,1831.3,3,12098,2,2,1,1,37.2,5
1853,0.98,4,1,1,0,19715,9575,9358,2264,8051,18530,1853.55,3,19715,0,2,1,1,13.8,5
1856,0.85,28,1,1,0,12549,12395,2829,6269,1225,18560,1856.19,3,12549,0,2,1,1,36.5,5
1859,0.6,26,1,1,0,21506,3701,9029,15147,4528,18590,1859.36,3,21506,2,2,1,1,32,5
1902,0.99,38,1,1,0,18157,37586,1136,6476,16125,19020,1901.52,3,18157,2,2,1,1,47.9,5
1911,0.54,6,1,1,0,22592,29703,5158,16007,9147,19110,1910.08,3,22592,2,2,1,1,11.4,5
1980,1,32,1,1,0,14469,37053,3565,1451,16646,19800,1979.4,3,14469,0,2,1,1,42,5
1981,0.99,6,1,1,0,10162,19174,9543,11564,5107,19810,1980.42,3,10162,2,2,1,1,15.9,5
1986,0.74,2,1,1,0,19831,36046,3572,10844,6406,19860,1985.91,3,19831,2,2,1,1,9.4,5
2013,0.63,4,1,1,0,13220,3785,2065,3285,4049,20130,2012.17,3,13220,0,2,1,1,10.3,5
2024,0.62,12,1,1,0,22879,19290,9833,13027,11321,20240,2023.16,3,22879,0,2,1,1,18.2,5
2040,0.5,18,1,1,0,17051,35892,1212,19796,16928,20400,2039.82,3,17051,2,2,1,1,23,5
2089,0.73,14,1,1,0,24871,25790,5005,12114,7127,20890,2089.19,3,24871,2,2,1,1,21.3,5
2112,0.91,24,1,1,0,15077,21512,6735,12359,812,21120,2111.56,3,15077,0,2,1,1,33.1,5
2114,0.79,32,1,1,0,21230,18484,6414,7969,18213,21140,2113.82,3,21230,0,2,1,1,39.9,5
2126,0.53,8,1,1,0,23009,12364,6072,4478,222,21260,2126.6,3,23009,0,2,1,1,13.3,5
2142,0.59,6,1,1,0,22076,19953,8458,4807,5817,21420,2141.47,3,22076,2,2,1,1,11.9,5
2163,0.93,34,1,1,0,14928,9241,2938,3777,10262,21630,2163.09,3,14928,2,2,1,1,43.3,5
2184,0.98,16,1,1,0,16231,24776,8331,8955,11457,21840,2184.52,3,16231,0,2,1,1,25.8,5
2185,1,38,1,1,0,10745,36009,1811,932,4423,21850,2184.5,3,10745,2,2,1,1,48,5
2286,0.95,28,1,1,0,20753,24267,7422,7509,3244,22860,2285.09,3,20753,0,2,1,1,37.5,5
2293,0.86,8,1,1,0,11835,37065,6049,22,14073,22930,2292.14,3,11835,0,2,1,1,16.6,5
2309,0.8,24,1,1,0,11070,31781,4023,15719,10197,23090,2309.94,3,11070,0,2,1,1,32,5
2313,0.99,14,1,1,0,14980,18424,6139,9193,8315,23130,2313.37,3,14980,2,2,1,1,23.9,5
2364,0.98,8,1,1,0,22493,15680,4375,2443,8105,23640,2364.9,3,22493,0,2,1,1,17.8,5
2418,0.99,36,1,1,0,21896,17680,9392,11875,185,24180,2418.63,3,21896,0,2,1,1,45.9,5
2444,0.99,38,1,1,0,15772,9223,1511,1777,15248,24440,2444.92,3,15772,2,2,1,1,47.9,5
2470,0.98,36,1,1,0,18838,14261,4188,19312,11584,24700,2470.85,3,18838,0,2,1,1,45.8,5
2493,0.99,24,1,1,0,20137,28226,5580,14756,7217,24930,2493.2,3,20137,0,2,1,1,33.9,5
2497,0.95,34,1,1,0,14199,36030,4284,9316,1064,24970,2496.91,3,14199,2,2,1,1,43.5,5
2520,1,36,1,1,0,16023,6489,1372,16070,2426,25200,2519.45,3,16023,0,2,1,1,46,5
2551,0.8,14,1,1,0,22514,28533,2572,13783,10340,25510,2550.48,3,22514,2,2,1,1,22,5
2650,0.98,6,1,1,0,23544,30669,4954,5146,2730,26500,2649.56,3,23544,2,2,1,1,15.8,5
2755,0.91,22,1,1,0,21253,1068,9983,9166,12152,27550,2754.71,3,21253,2,2,1,1,31.1,5
2772,0.81,16,1,1,0,16063,31307,7095,8006,18634,27720,2772.06,3,16063,0,2,1,1,24.1,5
2799,0.89,40,1,1,0,21888,25761,8449,12368,14510,27990,2798.87,3,21888,0,2,1,1,48.9,5
2810,0.64,30,1,1,0,24967,33939,8682,8117,4661,28100,2810.03,3,24967,2,2,1,1,36.4,5
2883,0.93,38,1,1,0,22507,3847,1948,2463,2666,28830,2882.86,3,22507,2,2,1,1,47.3,5
3027,0.63,28,1,1,0,13291,27388,964,6930,1861,30270,3027.72,3,13291,0,2,1,1,34.3,5
3031,0.92,20,1,1,0,17529,13143,734,8513,13552,30310,3031.49,3,17529,0,2,1,1,29.2,5
3040,0.77,0,1,1,0,17187,29373,2949,9104,3620,30400,3039.72,3,17187,0,2,1,1,7.7,5
3078,0.59,2,1,1,0,21867,2309,3275,12510,13459,30780,3078.26,3,21867,2,2,1,1,7.9,5
3144,0.67,0,1,1,0,16791,12447,594,13409,14553,31440,3143.83,3,16791,0,2,1,1,6.7,5
3162,0.99,8,1,1,0,18660,18443,1522,18489,11775,31620,3161.62,3,18660,0,2,1,1,17.9,5
3196,0.62,22,1,1,0,21051,10712,1446,10532,5052,31960,3196.63,3,21051,2,2,1,1,28.2,5
3209,0.8,24,1,1,0,16012,8438,2682,10094,16570,32090,3209.27,3,16012,0,2,1,1,32,5
3319,0.97,32,1,1,0,12214,25575,2774,19621,3318,33190,3318.1,3,12214,0,2,1,1,41.7,5
3369,1,24,1,1,0,19836,13846,3141,7768,10839,33690,3369.83,3,19836,0,2,1,1,34,5
3372,0.91,4,1,1,0,13551,26732,6438,10540,15064,33720,3372.66,3,13551,0,2,1,1,13.1,5
3395,1,14,1,1,0,12145,16547,6429,13999,5774,33950,3395.71,3,12145,2,2,1,1,24,5
3402,0.59,32,1,1,0,24380,21913,8830,5296,3858,34020,3401.75,3,24380,0,2,1,1,37.9,5
3413,0.66,4,1,1,0,14631,32139,4253,9325,11097,34130,3413.53,3,14631,0,2,1,1,10.6,5
3418,0.97,4,1,1,0,24944,3599,4214,2773,19031,34180,3417.85,3,24944,0,2,1,1,13.7,5
3451,0.8,6,1,1,0,24534,37953,1605,8735,17397,34510,3450.71,3,24534,2,2,1,1,14,5
3463,0.52,36,1,1,0,13529,162,9168,11442,8033,34630,3463.89,3,13529,0,2,1,1,41.2,5
3478,0.69,16,1,1,0,24078,5858,7358,885,11430,34780,3477.54,3,24078,0,2,1,1,22.9,5
3503,0.75,20,1,1,0,14757,33137,5528,12142,15282,35030,3502.37,3,14757,0,2,1,1,27.5,5
3526,0.93,28,1,1,0,22912,12155,3510,13375,7486,35260,3525.8,3,22912,0,2,1,1,37.3,5
3529,0.73,24,1,1,0,13000,14785,8387,9102,11401,35290,3528.16,3,13000,0,2,1,1,31.3,5
3530,0.64,4,1,1,0,24090,18351,7208,7227,13945,35300,3530.57,3,24090,0,2,1,1,10.4,5
3595,0.82,8,1,1,0,12385,36377,101,13706,14238,35950,3595.55,3,12385,0,2,1,1,16.2,5
3630,0.87,26,1,1,0,14641,2677,4190,3222,15081,36300,3629.49,3,14641,2,2,1,1,34.7,5
3654,0.95,24,1,1,0,20245,14416,1853,11506,5449,36540,3653.56,3,20245,0,2,1,1,33.5,5
3669,0.54,8,1,1,0,10062,30661,1504,10835,303,36690,3669.43,3,10062,0,2,1,1,13.4,5
3670,0.64,4,1,1,0,19754,8061,3269,15263,19603,36700,3670.81,3,19754,0,2,1,1,10.4,5
3698,0.83,18,1,1,0,14211,23335,1685,894,16526,36980,3698.31,3,14211,2,2,1,1,26.3,5
3706,0.93,16,1,1,0,20565,36218,6991,15550,3181,37060,3705.36,3,20565,0,2,1,1,25.3,5
3724,0.85,28,1,1,0,12550,20898,3067,11614,12484,37240,3723.28,3,12550,0,2,1,1,36.5,5
3751,0.92,20,1,1,0,16392,36080,5658,9074,7851,37510,3750.07,3,16392,0,2,1,1,29.2,5
3779,0.99,4,1,1,0,14790,37787,9947,14527,13687,37790,3778.26,3,14790,0,2,1,1,13.9,5
3780,1,30,1,1,0,14120,14021,7271,17355,7436,37800,3780.96,3,14120,2,2,1,1,40,5
3824,0.62,38,1,1,0,10126,16016,8677,19815,14240,38240,3824.43,3,10126,2,2,1,1,44.2,5
3826,0.79,40,1,1,0,23204,22692,8117,15862,10813,38260,3826.2,3,23204,0,2,1,1,47.9,5
3840,0.5,30,1,1,0,17162,16350,39,1020,8462,38400,3839.51,3,17162,2,2,1,1,35,5
3855,0.97,10,1,1,0,15100,16319,9667,5724,16089,38550,3854.11,3,15100,2,2,1,1,19.7,5
3889,0.73,12,1,1,0,19378,5189,7656,12492,17534,38890,3889.99,3,19378,0,2,1,1,19.3,5
3901,0.6,20,1,1,0,22860,9550,6243,19017,5703,39010,3901.75,3,22860,0,2,1,1,26,5
3904,0.85,32,1,1,0,14081,35450,1557,15192,11555,39040,3904.11,3,14081,0,2,1,1,40.5,5
3952,0.56,24,1,1,0,23951,38682,9799,9029,6009,39520,3951.48,3,23951,0,2,1,1,29.6,5
4071,0.54,26,1,1,0,16749,27746,3419,19431,2002,40710,4070.03,3,16749,2,2,1,1,31.4,5
4118,0.9,12,1,1,0,20435,7876,1932,17780,2327,41180,4117.55,3,20435,0,2,1,1,21,5
4133,0.66,0,1,1,0,11742,18303,2806,12705,1820,41330,4133.86,3,11742,0,2,1,1,6.6,5
4219,0.97,24,1,1,0,14416,15387,9836,8310,3201,42190,4219.64,3,14416,0,2,1,1,33.7,5
4239,0.89,32,1,1,0,11178,15002,3467,14653,14835,42390,4239.37,3,11178,0,2,1,1,40.9,5
4242,0.99,8,1,1,0,23721,18036,9893,19946,16361,42420,4241.31,3,23721,0,2,1,1,17.9,5
4251,0.54,26,1,1,0,17268,36457,7963,6133,19575,42510,4250.74,3,17268,2,2,1,1,31.4,5
4290,0.87,30,1,1,0,14286,19583,7454,2957,1692,42900,4289.3,3,14286,2,2,1,1,38.7,5
4352,0.72,22,1,1,0,16143,9764,3597,3015,4383,43520,4352.77,3,16143,2,2,1,1,29.2,5
4365,0.71,38,1,1,0,16554,29496,2985,7669,16603,43650,4365.12,3,16554,2,2,1,1,45.1,5
4454,0.79,12,1,1,0,12765,16419,6174,13869,13667,44540,4453.36,3,12765,0,2,1,1,19.9,5
4533,0.63,22,1,1,0,10728,4736,9266,17607,12741,45330,4532.27,3,10728,2,2,1,1,28.3,5
4552,1,2,1,1,0,11914,3262,8209,19939,16056,45520,4552.49,3,11914,2,2,1,1,12,5
4558,0.69,6,1,1,0,14911,9242,6918,4049,16243,45580,4557.16,3,14911,2,2,1,1,12.9,5
4580,0.94,4,1,1,0,16011,10581,6571,7008,12083,45800,4580.45,3,16011,0,2,1,1,13.4,5
4679,0.99,22,1,1,0,20974,34206,9489,12817,10034,46790,4679.41,3,20974,2,2,1,1,31.9,5
4687,0.66,16,1,1,0,15487,33552,7865,14011,8410,46870,4686.81,3,15487,0,2,1,1,22.6,5
4732,1,26,1,1,0,10877,4816,5415,1628,19049,47320,4732.79,3,10877,2,2,1,1,36,5
4862,0.97,32,1,1,0,15037,2576,4394,2320,2533,48620,4862.12,3,15037,0,2,1,1,41.7,5
4863,0.93,40,1,1,0,17977,3147,9577,12191,10119,48630,4863.11,3,17977,0,2,1,1,49.3,5
4890,0.87,0,1,1,0,22041,16370,9826,14755,4057,48900,4890.25,3,22041,0,2,1,1,8.7,5
4909,0.96,16,1,1,0,20636,36940,9820,6473,1268,49090,4909.62,3,20636,0,2,1,1,25.6,5
4911,1,32,1,1,0,15297,23530,3805,2783,13207,49110,4910.35,3,15297,0,2,1,1,42,5
4932,0.81,8,1,1,0,15997,38118,4724,14088,3783,49320,4932.62,3,15997,0,2,1,1,16.1,5
4991,0.96,34,1,1,0,14187,28940,9292,12149,10854,49910,4990.42,3,14187,2,2,1,1,43.6,5
4995,0.71,4,1,1,0,18037,37486,315,12552,14832,49950,4994.96,3,18037,0,2,1,1,11.1,5
5010,0.87,14,1,1,0,21125,218,5851,1487,12095,50100,5009.35,3,21125,2,2,1,1,22.7,5
5013,0.99,26,1,1,0,10954,26293,6315,10846,11292,50130,5013.77,3,10954,2,2,1,1,35.9,5
5015,1,2,1,1,0,21502,8312,8558,8140,7499,50150,5015.92,3,21502,2,2,1,1,12,5
5067,0.99,30,1,1,0,10966,3608,4246,12991,6563,50670,5066.77,3,10966,2,2,1,1,39.9,5
5097,0.78,16,1,1,0,23212,36212,5088,19412,14074,50970,5097.75,3,23212,0,2,1,1,23.8,5
5120,0.94,10,1,1,0,23250,11605,604,19728,7363,51200,5119.28,3,23250,2,2,1,1,19.4,5
5135,0.57,10,1,1,0,23076,7346,7247,18312,16305,51350,5134.12,3,23076,2,2,1,1,15.7,5
5167,0.98,26,1,1,0,24986,17997,8367,17331,13083,51670,5167.55,3,24986,2,2,1,1,35.8,5
5175,0.71,22,1,1,0,24474,11278,3856,3024,440,51750,5175.19,3,24474,2,2,1,1,29.1,5
5190,0.87,30,1,1,0,21822,7612,1684,8445,6594,51900,5189.17,3,21822,2,2,1,1,38.7,5
5218,0.97,38,1,1,0,23799,4861,1839,7662,14325,52180,5217.04,3,23799,2,2,1,1,47.7,5
5250,0.87,2,1,1,0,18872,27744,5278,19536,2300,52500,5249.83,3,18872,2,2,1,1,10.7,5
5276,0.85,32,1,1,0,15141,22545,3225,396,7389,52760,5275.18,3,15141,0,2,1,1,40.5,5
5297,1,20,1,1,0,16116,5592,9415,19464,6350,52970,5297.7,3,16116,0,2,1,1,30,5
5422,0.9,18,1,1,0,18961,7249,2248,2329,8574,54220,5422.22,3,18961,2,2,1,1,27,5
5425,1,32,1,1,0,12575,19151,349,17902,16953,54250,5424.56,3,12575,0,2,1,1,42,5
5432,0.72,22,1,1,0,12093,3290,6382,11100,13432,54320,5431.68,3,12093,2,2,1,1,29.2,5
5459,0.6,26,1,1,0,23915,25740,42,2414,18147,54590,5459.85,3,23915,2,2,1,1,32,5
5479,0.97,38,1,1,0,16541,19088,3750,18863,10668,54790,5478,3,16541,2,2,1,1,47.7,5
5535,0.71,22,1,1,0,10019,5690,7569,11766,8180,55350,5534.14,3,10019,2,2,1,1,29.1,5
5548,0.72,36,1,1,0,22065,28214,8515,18023,6887,55480,5547.22,3,22065,0,2,1,1,43.2,5
5678,0.83,32,1,1,0,17163,26914,3721,6620,14090,56780,5678.7,3,17163,0,2,1,1,40.3,5
5684,0.99,38,1,1,0,18240,47,900,9819,19894,56840,5684.67,3,18240,2,2,1,1,47.9,5
5738,0.9,32,1,1,0,11629,25266,9216,13947,4058,57380,5738.62,3,11629,0,2,1,1,41,5
5755,0.82,38,1,1,0,13454,23845,2145,840,5442,57550,5755.84,3,13454,2,2,1,1,46.2,5
5785,1,28,1,1,0,19636,33007,9233,8034,4275,57850,5784.96,3,19636,0,2,1,1,38,5
5791,0.8,26,1,1,0,23149,20867,5318,3911,19332,57910,5791.37,3,23149,2,2,1,1,34,5
5792,0.72,28,1,1,0,16286,38043,7928,18564,8614,57920,5791.49,3,16286,0,2,1,1,35.2,5
5818,0.69,14,1,1,0,14523,6171,2490,8559,15307,58180,5817.16,3,14523,2,2,1,1,20.9,5
5835,0.97,0,1,1,0,17353,3205,5189,11631,2421,58350,5835.72,3,17353,0,2,1,1,9.7,5
5841,0.89,40,1,1,0,23426,23641,6536,12497,8676,58410,5840.06,3,23426,0,2,1,1,48.9,5
5856,0.67,36,1,1,0,16585,36163,5997,10708,7904,58560,5856.49,3,16585,0,2,1,1,42.7,5
5922,0.59,2,1,1,0,17161,33544,22,11438,18327,59220,5922.03,3,17161,2,2,1,1,7.9,5
5941,0.99,4,1,1,0,22997,33738,8985,12416,1487,59410,5941.52,3,22997,0,2,1,1,13.9,5
5992,1,14,1,1,0,10561,34555,9606,9583,3670,59920,5992.78,3,10561,2,2,1,1,24,5
5995,0.91,20,1,1,0,11343,6963,1758,5717,16471,59950,5995.45,3,11343,0,2,1,1,29.1,5
6012,0.81,36,1,1,0,21315,15529,3444,14859,507,60120,6012.76,3,21315,0,2,1,1,44.1,5
6017,1,2,1,1,0,23837,4604,2470,16382,13168,60170,6017.55,3,23837,2,2,1,1,12,5
6044,0.99,20,1,1,0,22639,16619,5070,13839,13994,60440,6043.12,3,22639,0,2,1,1,29.9,5
6061,0.6,12,1,1,0,22766,4705,5620,19844,3524,60610,6061.46,3,22766,0,2,1,1,18,5
6074,0.79,24,1,1,0,21628,34268,8331,18994,16813,60740,6073.91,3,21628,0,2,1,1,31.9,5
6075,0.71,10,1,1,0,13571,39888,28,18271,11919,60750,6074.66,3,13571,2,2,1,1,17.1,5
6086,0.53,26,1,1,0,15225,23559,8904,12219,11504,60860,6086.89,3,15225,2,2,1,1,31.3,5
6154,0.53,26,1,1,0,13678,441,343,15510,6118,61540,6154.66,3,13678,2,2,1,1,31.3,5
6170,0.98,26,1,1,0,16827,12895,4461,6808,6918,61700,6169.95,3,16827,2,2,1,1,35.8,5
6201,0.89,26,1,1,0,14482,22108,7095,7357,1505,62010,6201.63,3,14482,2,2,1,1,34.9,5
6250,0.98,28,1,1,0,24229,8488,6564,12187,8064,62500,6249.98,3,24229,0,2,1,1,37.8,5
6256,0.62,40,1,1,0,24800,29144,5372,4849,904,62560,6256.93,3,24800,0,2,1,1,46.2,5
6302,0.97,14,1,1,0,18051,34559,9782,9744,3642,63020,6301.81,3,18051,2,2,1,1,23.7,5
6326,1,32,1,1,0,24654,5741,7345,9399,10620,63260,6326.54,3,24654,0,2,1,1,42,5
6356,0.85,2,1,1,0,17414,32965,5801,19172,3121,63560,6355.4,3,17414,2,2,1,1,10.5,5
6399,0.89,2,1,1,0,18048,34650,4919,2920,10468,63990,6399.36,3,18048,2,2,1,1,10.9,5
6433,0.86,32,1,1,0,18064,5450,877,6115,17399,64330,6433.06,3,18064,0,2,1,1,40.6,5
6456,0.98,36,1,1,0,22679,32077,547,17430,18892,64560,6456.8,3,22679,0,2,1,1,45.8,5
6478,0.97,30,1,1,0,16467,32685,6068,5074,5583,64780,6477.85,3,16467,2,2,1,1,39.7,5
6480,1,36,1,1,0,11666,28271,3064,8562,4186,64800,6480.99,3,11666,0,2,1,1,46,5
6563,0.75,16,1,1,0,23387,19761,6139,18826,3285,65630,6563.98,3,23387,0,2,1,1,23.5,5
